antecedents,consequents,support,confidence,lift,leverage,conviction
"RADIATION_LOW, WIND_LOW","O3_LOW, TEMP_LOW",0.05849473547380736,0.683371298405467,3.4586680254166167,0.04158223186144887,2.5342547228303407
O3_LOW,"RADIATION_LOW, TEMP_LOW, WIND_LOW",0.05849473547380736,0.2133206921071344,3.192755027977013,0.04017365071746429,1.1862343446637258
WIND_LOW,"O3_LOW, RADIATION_LOW, TEMP_LOW",0.05849473547380736,0.26109660574412535,2.837028514109543,0.03787642473674835,1.2288051319197526
RADIATION_LOW,"O3_LOW, TEMP_LOW, WIND_LOW",0.05849473547380736,0.3488372093023256,3.803833665716217,0.04311689810909349,1.3948789251824478
"O3_LOW, TEMP_LOW, WIND_LOW",PM10_HIGH,0.05849473547380736,0.6378454996456414,2.5590328181350297,0.03563659349951369,2.073003185094946
"O3_LOW, PM10_HIGH, TEMP_LOW",WIND_LOW,0.05849473547380736,0.5148741418764302,2.2981878581116204,0.03304218803851135,1.5995130957081787
"O3_LOW, PM10_HIGH, WIND_LOW",TEMP_LOW,0.05849473547380736,0.9081735620585267,2.94605912414769,0.03863948715433238,7.5330455973248105
"PM10_HIGH, TEMP_LOW, WIND_LOW",O3_LOW,0.05849473547380736,0.8823529411764706,3.2177962438827152,0.04031622725253311,6.169212270895619
"O3_LOW, TEMP_LOW","PM10_HIGH, WIND_LOW",0.05849473547380736,0.29605263157894735,3.150114653854553,0.03992565405887161,1.287054258574672
"O3_LOW, WIND_LOW","PM10_HIGH, TEMP_LOW",0.05849473547380736,0.49889135254988914,3.3784957527872335,0.0411808953052798,1.7008951937688441
"O3_LOW, PM10_HIGH","TEMP_LOW, WIND_LOW",0.05849473547380736,0.4440059200789344,3.757687066190586,0.042928049253417186,1.5860611941553475
"TEMP_LOW, WIND_LOW","O3_LOW, PM10_HIGH",0.05849473547380736,0.49504950495049505,3.7576870661905852,0.042928049253417186,1.7194890695131557
"PM10_HIGH, TEMP_LOW","O3_LOW, WIND_LOW",0.05849473547380736,0.3961267605633803,3.3784957527872335,0.0411808953052798,1.4618143259234948
"PM10_HIGH, WIND_LOW","O3_LOW, TEMP_LOW",0.05849473547380736,0.6224066390041494,3.1501146538545535,0.03992565405887161,2.125084456684613
O3_LOW,"PM10_HIGH, TEMP_LOW, WIND_LOW",0.05849473547380736,0.2133206921071344,3.2177962438827157,0.04031622725253311,1.186895291505717
WIND_LOW,"O3_LOW, PM10_HIGH, TEMP_LOW",0.05849473547380736,0.26109660574412535,2.2981878581116204,0.03304218803851135,1.1996023184768494
PM10_HIGH,"O3_LOW, TEMP_LOW, WIND_LOW",0.05849473547380736,0.23468057366362452,2.5590328181350297,0.03563659349951369,1.1868158867405512
"HUMIDITY_LOW, O3_HIGH, TEMP_HIGH",RADIATION_HIGH,0.05849473547380736,0.598404255319149,3.5713917270521436,0.0421160405715572,2.0728433778708264
"O3_HIGH, RADIATION_HIGH, TEMP_HIGH",HUMIDITY_LOW,0.05849473547380736,0.6168608636052091,2.2227216036135236,0.032178018446037765,1.8856726150460414
"HUMIDITY_LOW, O3_HIGH, RADIATION_HIGH",TEMP_HIGH,0.05849473547380736,0.8115419296663661,2.6348141232004028,0.03629402880583332,3.671865680414121
"HUMIDITY_LOW, RADIATION_HIGH, TEMP_HIGH",O3_HIGH,0.05849473547380736,0.8249312557286893,3.0162529231562774,0.03910155560326882,4.149824788020388
"O3_HIGH, TEMP_HIGH","HUMIDITY_LOW, RADIATION_HIGH",0.05849473547380736,0.2917341977309562,2.814183301748271,0.037709047690972344,1.265533825067872
"HUMIDITY_LOW, O3_HIGH","RADIATION_HIGH, TEMP_HIGH",0.05849473547380736,0.46826222684703434,3.958616825422236,0.04371817637413543,1.6581681621256827
"O3_HIGH, RADIATION_HIGH","HUMIDITY_LOW, TEMP_HIGH",0.05849473547380736,0.5036373810856184,3.789224814368374,0.04305761090627023,1.7468820759908386
"HUMIDITY_LOW, TEMP_HIGH","O3_HIGH, RADIATION_HIGH",0.05849473547380736,0.4400977995110024,3.7892248143683736,0.04305761090627023,1.5785889968592783
"RADIATION_HIGH, TEMP_HIGH","HUMIDITY_LOW, O3_HIGH",0.05849473547380736,0.4945054945054945,3.9586168254222365,0.04371817637413543,1.7311389801004866
"HUMIDITY_LOW, RADIATION_HIGH","O3_HIGH, TEMP_HIGH",0.05849473547380736,0.5642633228840125,2.8141833017482707,0.037709047690972344,1.8348077809687773
O3_HIGH,"HUMIDITY_LOW, RADIATION_HIGH, TEMP_HIGH",0.05849473547380736,0.21387832699619772,3.016252923156277,0.03910155560326882,1.1818671506988796
HUMIDITY_LOW,"O3_HIGH, RADIATION_HIGH, TEMP_HIGH",0.05849473547380736,0.2107728337236534,2.222721603613524,0.032178018446037765,1.1469112735343434
RADIATION_HIGH,"HUMIDITY_LOW, O3_HIGH, TEMP_HIGH",0.05849473547380736,0.3491078355314197,3.5713917270521436,0.0421160405715572,1.3861724673623235
"O3_HIGH, PM10_LOW",TEMP_HIGH,0.05849473547380736,0.6456241032998565,2.0961326130769344,0.030588707434893194,1.9527082036300945
"PM10_LOW, TEMP_HIGH",O3_HIGH,0.05849473547380736,0.6535947712418301,2.389783543328612,0.03401773393234854,2.0972680383293807
"O3_HIGH, TEMP_HIGH",PM10_LOW,0.05849473547380736,0.2917341977309562,1.072037823331381,0.003930676071468658,1.027678435714241
PM10_LOW,"O3_HIGH, TEMP_HIGH",0.05849473547380736,0.2149510389300215,1.072037823331381,0.003930676071468658,1.0183989601568655
O3_HIGH,"PM10_LOW, TEMP_HIGH",0.05849473547380736,0.21387832699619772,2.3897835433286114,0.03401773393234854,1.1582215399888496
HUMIDITY_LOW,NO2_HIGH,0.05836474717275445,0.21030444964871195,0.6375850763143018,-0.033175581076683995,0.8486241131536597
WIND_MID,NO2_HIGH,0.05836474717275445,0.26272674078408426,0.7965150017150582,-0.014910391458763252,0.9089637765934401
"NO2_MID, RAIN_LOW",HUMIDITY_MID,0.05836474717275445,0.28616953473550033,1.0381995900590446,0.002147476686801812,1.01475048049247
"HUMIDITY_MID, NO2_MID",RAIN_LOW,0.05836474717275445,0.7004680187207488,1.132674822494739,0.006836500924457936,1.2739229250617443
"HUMIDITY_MID, RAIN_LOW",NO2_MID,0.05836474717275445,0.33582647718773373,1.0221614595470763,0.0012654047668921725,1.0109625662969612
HUMIDITY_MID,"NO2_MID, RAIN_LOW",0.05836474717275445,0.2117425135581231,1.0381995900590446,0.002147476686801812,1.0098836602761392
PM25_LOW,O3_HIGH,0.058299753022228,0.394806338028169,1.4435575848149735,0.017913589258833344,1.2004498067901161
O3_HIGH,PM25_LOW,0.058299753022228,0.21316539923954372,1.4435575848149735,0.017913589258833344,1.083243275245065
"O3_HIGH, TEMP_HIGH",WIND_HIGH,0.0581697647211751,0.2901134521880065,1.2975830160943802,0.013340444361957249,1.093724236051632
"O3_HIGH, WIND_HIGH",TEMP_HIGH,0.0581697647211751,0.6842507645259939,2.2215408868953244,0.03198534242928146,2.1915895366027227
"TEMP_HIGH, WIND_HIGH",O3_HIGH,0.0581697647211751,0.6937984496124031,2.5367830194240577,0.03523924040128992,2.3726353235803717
O3_HIGH,"TEMP_HIGH, WIND_HIGH",0.0581697647211751,0.21269011406844107,2.5367830194240577,0.03523924040128992,1.1636555849122387
WIND_HIGH,"O3_HIGH, TEMP_HIGH",0.0581697647211751,0.2601744186046512,1.2975830160943802,0.013340444361957249,1.0806507178597542
"NO2_LOW, O3_HIGH",HUMIDITY_MID,0.05810477057064864,0.3387646835922698,1.2290104743576193,0.01082708516197145,1.095464488425268
"HUMIDITY_MID, O3_HIGH",NO2_LOW,0.05810477057064864,0.6506550218340611,1.9687272696044964,0.028590895557213444,1.9164573313401794
"HUMIDITY_MID, NO2_LOW",O3_HIGH,0.05810477057064864,0.572709801409353,2.094038261521936,0.030357058583562784,1.700260424837627
O3_HIGH,"HUMIDITY_MID, NO2_LOW",0.05810477057064864,0.21245247148288973,2.0940382615219355,0.030357058583562784,1.140939560460681
HUMIDITY_MID,"NO2_LOW, O3_HIGH",0.05810477057064864,0.21079933977835416,1.2290104743576191,0.01082708516197145,1.0497715961464276
"HUMIDITY_MID, RAIN_LOW",WIND_MID,0.05810477057064864,0.3343305908750935,1.5049767323593295,0.019496352698593795,1.1685229677643618
"RAIN_LOW, WIND_MID",HUMIDITY_MID,0.05810477057064864,0.38385573207385143,1.3925970982523646,0.016380735209978244,1.1756334438611324
"HUMIDITY_MID, WIND_MID",RAIN_LOW,0.05810477057064864,0.7152,1.1564968155543878,0.007862720796568572,1.3398197252134945
HUMIDITY_MID,"RAIN_LOW, WIND_MID",0.05810477057064864,0.21079933977835416,1.3925970982523646,0.016380735209978244,1.0753014615896999
WIND_MID,"HUMIDITY_MID, RAIN_LOW",0.05810477057064864,0.26155646576945585,1.5049767323593297,0.019496352698593795,1.1188474178369905
"NO2_HIGH, O3_LOW, PM10_HIGH, TEMP_LOW",PM25_HIGH,0.05810477057064864,0.5629722921914357,4.2068439473809764,0.04429280813576381,1.9819728328196857
"NO2_HIGH, O3_LOW, PM25_HIGH, TEMP_LOW",PM10_HIGH,0.05810477057064864,0.8418079096045198,3.377328943200819,0.0409004142441427,4.745796271192735
"NO2_HIGH, O3_LOW, PM10_HIGH, PM25_HIGH",TEMP_LOW,0.05810477057064864,0.8764705882352941,2.8432166288400245,0.03766849076654725,5.5997412613817135
"O3_LOW, PM10_HIGH, PM25_HIGH, TEMP_LOW",NO2_HIGH,0.05810477057064864,0.9003021148036254,2.7294676528805084,0.03681682069905792,6.721854578542481
"NO2_HIGH, PM10_HIGH, PM25_HIGH, TEMP_LOW",O3_LOW,0.05810477057064864,0.8922155688622756,3.253763627047872,0.04024705955327923,6.733715354506993
"NO2_HIGH, O3_LOW, TEMP_LOW","PM10_HIGH, PM25_HIGH",0.05810477057064864,0.3576,3.236490352941176,0.04015175225936412,1.3846667872120648
"NO2_HIGH, O3_LOW, PM10_HIGH","PM25_HIGH, TEMP_LOW",0.05810477057064864,0.498050139275766,5.67629588362736,0.04786838195351447,1.8174283293415912
"NO2_HIGH, O3_LOW, PM25_HIGH","PM10_HIGH, TEMP_LOW",0.05810477057064864,0.7412935323383084,5.020045021372013,0.04653021888370616,3.294595986361227
"O3_LOW, PM10_HIGH, TEMP_LOW","NO2_HIGH, PM25_HIGH",0.05810477057064864,0.511441647597254,5.057224415122976,0.04661531196626204,1.8398398008347865
"O3_LOW, PM25_HIGH, TEMP_LOW","NO2_HIGH, PM10_HIGH",0.05810477057064864,0.7456213511259383,4.170167251335401,0.04417133167751026,3.2282626530825342
"O3_LOW, PM10_HIGH, PM25_HIGH","NO2_HIGH, TEMP_LOW",0.05810477057064864,0.7828371278458844,3.543610488095551,0.04170771712308533,3.5875602244185125
"NO2_HIGH, PM10_HIGH, TEMP_LOW","O3_LOW, PM25_HIGH",0.05810477057064864,0.4401772525849335,4.907657397298396,0.04626515629711875,1.6260648151165074
"NO2_HIGH, PM25_HIGH, TEMP_LOW","O3_LOW, PM10_HIGH",0.05810477057064864,0.7537942664418212,5.721696390465644,0.04794960563259432,3.526550110490056
"NO2_HIGH, PM10_HIGH, PM25_HIGH","O3_LOW, TEMP_LOW",0.05810477057064864,0.6701649175412294,3.3918280991083405,0.04097395825562492,2.432784822093285
"PM10_HIGH, PM25_HIGH, TEMP_LOW","NO2_HIGH, O3_LOW",0.05810477057064864,0.7996422182468694,4.032545122892931,0.04369581324967897,4.001356172587324
"NO2_HIGH, O3_LOW","PM10_HIGH, PM25_HIGH, TEMP_LOW",0.05810477057064864,0.29301868239921336,4.032545122892931,0.04369581324967897,1.3116846465737415
"O3_LOW, TEMP_LOW","NO2_HIGH, PM10_HIGH, PM25_HIGH",0.05810477057064864,0.29407894736842105,3.3918280991083405,0.04097395825562492,1.2937676242875327
"O3_LOW, PM10_HIGH","NO2_HIGH, PM25_HIGH, TEMP_LOW",0.05810477057064864,0.4410458806117415,5.721696390465645,0.04794960563259432,1.6511497195614264
"O3_LOW, PM25_HIGH","NO2_HIGH, PM10_HIGH, TEMP_LOW",0.05810477057064864,0.6478260869565218,4.907657397298397,0.04626515629711875,2.4646824995626937
"NO2_HIGH, TEMP_LOW","O3_LOW, PM10_HIGH, PM25_HIGH",0.05810477057064864,0.26301853486319504,3.5436104880955503,0.04170771712308533,1.2561736270082997
"NO2_HIGH, PM10_HIGH","O3_LOW, PM25_HIGH, TEMP_LOW",0.05810477057064864,0.3249727371864776,4.1701672513354,0.04417133167751026,1.3659774416748374
"NO2_HIGH, PM25_HIGH","O3_LOW, PM10_HIGH, TEMP_LOW",0.05810477057064864,0.5745501285347043,5.057224415122976,0.04661531196626204,2.083418715880525
"PM10_HIGH, TEMP_LOW","NO2_HIGH, O3_LOW, PM25_HIGH",0.05810477057064864,0.39348591549295775,5.020045021372013,0.04653021888370616,1.5195311667232967
"PM25_HIGH, TEMP_LOW","NO2_HIGH, O3_LOW, PM10_HIGH",0.05810477057064864,0.6622222222222223,5.67629588362736,0.04786838195351447,2.6151379928438026
"PM10_HIGH, PM25_HIGH","NO2_HIGH, O3_LOW, TEMP_LOW",0.05810477057064864,0.5258823529411765,3.236490352941176,0.04015175225936412,1.7664700499535686
O3_LOW,"NO2_HIGH, PM10_HIGH, PM25_HIGH, TEMP_LOW",0.05810477057064864,0.2118985541597535,3.253763627047872,0.04024705955327923,1.186237972417069
PM10_HIGH,"NO2_HIGH, O3_LOW, PM25_HIGH, TEMP_LOW",0.05810477057064864,0.233116036505867,3.3773289432008196,0.0409004142441427,1.2139727213738114
PM25_HIGH,"NO2_HIGH, O3_LOW, PM10_HIGH, TEMP_LOW",0.05810477057064864,0.434191355026712,4.2068439473809764,0.04429280813576381,1.584969224014474
"NO2_MID, RAIN_HIGH",HUMIDITY_HIGH,0.057909788119069286,0.5967849966510381,2.1554305066837727,0.031042863883053853,1.7933978466854925
"HUMIDITY_HIGH, NO2_MID",RAIN_HIGH,0.057909788119069286,0.6213389121338913,2.113156609657836,0.03050538853297042,1.8643755211202264
"HUMIDITY_HIGH, RAIN_HIGH",NO2_MID,0.057909788119069286,0.3944223107569721,1.2005107167768094,0.009672161157647116,1.1087835318505543
HUMIDITY_HIGH,"NO2_MID, RAIN_HIGH",0.057909788119069286,0.2091549295774648,2.155430506683773,0.031042863883053853,1.1417707045724745
"O3_LOW, RADIATION_LOW, WIND_LOW",NO2_HIGH,0.057649811516963474,0.8100456621004566,2.455834986616281,0.0341751840150583,3.527977794498495
"NO2_HIGH, O3_LOW, WIND_LOW",RADIATION_LOW,0.057649811516963474,0.6277423920736023,3.7435831180017227,0.042250177075899904,2.2358578412353536
"NO2_HIGH, O3_LOW, RADIATION_LOW",WIND_LOW,0.057649811516963474,0.6807367613200307,3.0385308412155476,0.03867688857177429,2.4304870374166323
"NO2_HIGH, RADIATION_LOW, WIND_LOW",O3_LOW,0.057649811516963474,0.8799603174603174,3.209070738194938,0.03968516809829245,6.0462479038043595
"O3_LOW, WIND_LOW","NO2_HIGH, RADIATION_LOW",0.057649811516963474,0.4916851441241685,4.960700083602923,0.04602850594609881,1.7722950845001921
"O3_LOW, RADIATION_LOW","NO2_HIGH, WIND_LOW",0.057649811516963474,0.49775533108866443,3.768928899670369,0.0423537385339986,1.7281057218816789
"NO2_HIGH, O3_LOW","RADIATION_LOW, WIND_LOW",0.057649811516963474,0.29072435267125535,3.39641981032645,0.04067611134548131,1.2892063997974008
"RADIATION_LOW, WIND_LOW","NO2_HIGH, O3_LOW",0.057649811516963474,0.6735003796507213,3.3964198103264494,0.04067611134548131,2.455448021305989
"NO2_HIGH, WIND_LOW","O3_LOW, RADIATION_LOW",0.057649811516963474,0.436515748031496,3.7689288996703687,0.0423537385339986,1.5691306734358974
"NO2_HIGH, RADIATION_LOW","O3_LOW, WIND_LOW",0.057649811516963474,0.5816393442622951,4.960700083602923,0.04602850594609881,2.11002287223617
O3_LOW,"NO2_HIGH, RADIATION_LOW, WIND_LOW",0.057649811516963474,0.21023939322114246,3.209070738194938,0.03968516809829245,1.1832520997479976
WIND_LOW,"NO2_HIGH, O3_LOW, RADIATION_LOW",0.057649811516963474,0.2573252103278213,3.0385308412155476,0.03867688857177429,1.2324541435802028
RADIATION_LOW,"NO2_HIGH, O3_LOW, WIND_LOW",0.057649811516963474,0.3437984496124031,3.7435831180017223,0.042250177075899904,1.383970008558651
"PM10_LOW, RAIN_HIGH",HUMIDITY_HIGH,0.05758481736643702,0.4626631853785901,1.6710177864401377,0.02312389311193632,1.3457572589118099
"HUMIDITY_HIGH, PM10_LOW",RAIN_HIGH,0.05758481736643702,0.8454198473282443,2.8752497283360667,0.0375570553258292,4.5669929212543705
"HUMIDITY_HIGH, RAIN_HIGH",PM10_LOW,0.05758481736643702,0.3922089420097388,1.4412531124341632,0.01763013010877637,1.1975653181745325
PM10_LOW,"HUMIDITY_HIGH, RAIN_HIGH",0.05758481736643702,0.21160735610222117,1.4412531124341632,0.01763013010877637,1.0821742447299707
HUMIDITY_HIGH,"PM10_LOW, RAIN_HIGH",0.05758481736643702,0.207981220657277,1.6710177864401379,0.02312389311193632,1.1054487905809876
WIND_MID,HUMIDITY_HIGH,0.057454829065384114,0.2586307782328847,0.9341063741528555,-0.004052972032205129,0.9753910703679921
HUMIDITY_HIGH,WIND_MID,0.057454829065384114,0.20751173708920187,0.9341063741528555,-0.004052972032205129,0.981528724026212
"PM10_LOW, PM25_LOW",TEMP_MID,0.05738983491485766,0.5034207525655644,1.644507791714177,0.022491955315858306,1.397314838679444
"PM10_LOW, TEMP_MID",PM25_LOW,0.05738983491485766,0.432843137254902,2.9312167736813035,0.03781099126530321,1.5028175554087773
"PM25_LOW, TEMP_MID",PM10_LOW,0.05738983491485766,0.820631970260223,3.0155823965664657,0.03835873996610031,4.057966700095437
PM10_LOW,"PM25_LOW, TEMP_MID",0.05738983491485766,0.21089085263912108,3.0155823965664657,0.03835873996610031,1.178628200096374
PM25_LOW,"PM10_LOW, TEMP_MID",0.05738983491485766,0.3886443661971831,2.931216773681304,0.03781099126530321,1.4188336296673545
"RADIATION_LOW, TEMP_LOW, WIND_LOW",NO2_HIGH,0.05725984661380476,0.8570038910505836,2.5981993827988727,0.035221566182792416,4.686523927132272
"NO2_HIGH, TEMP_LOW, WIND_LOW",RADIATION_LOW,0.05725984661380476,0.5769482645710543,3.4406689917404036,0.04061777882080825,1.9674073451036462
"NO2_HIGH, RADIATION_LOW, TEMP_LOW",WIND_LOW,0.05725984661380476,0.6694528875379939,2.9881642377892588,0.038097631267780985,2.34751759697949
"NO2_HIGH, RADIATION_LOW, WIND_LOW",TEMP_LOW,0.05725984661380476,0.8740079365079365,2.835227938248179,0.03706399363092809,5.490288236263461
"TEMP_LOW, WIND_LOW","NO2_HIGH, RADIATION_LOW",0.05725984661380476,0.4845984598459846,4.889201247993652,0.0455483535274234,1.747926325904948
"RADIATION_LOW, TEMP_LOW","NO2_HIGH, WIND_LOW",0.05725984661380476,0.49633802816901407,3.7581972940002215,0.04202385921494805,1.723242838793278
"NO2_HIGH, TEMP_LOW","RADIATION_LOW, WIND_LOW",0.05725984661380476,0.25919388055310383,3.028061538489032,0.038350109844592084,1.2343347061433254
"RADIATION_LOW, WIND_LOW","NO2_HIGH, TEMP_LOW",0.05725984661380476,0.6689445709946849,3.028061538489032,0.038350109844592084,2.3533366744699395
"NO2_HIGH, WIND_LOW","RADIATION_LOW, TEMP_LOW",0.05725984661380476,0.4335629921259842,3.7581972940002215,0.04202385921494805,1.5617542118863517
"NO2_HIGH, RADIATION_LOW","TEMP_LOW, WIND_LOW",0.05725984661380476,0.5777049180327869,4.889201247993652,0.0455483535274234,2.0882095766660504
WIND_LOW,"NO2_HIGH, RADIATION_LOW, TEMP_LOW",0.05725984661380476,0.25558456628952714,2.9881642377892588,0.038097631267780985,1.2284373167132028
RADIATION_LOW,"NO2_HIGH, TEMP_LOW, WIND_LOW",0.05725984661380476,0.34147286821705425,3.440668991740404,0.04061777882080825,1.3678311624113924
PM10_LOW,WIND_MID,0.0570648641622254,0.20969668020062096,0.943941814384656,-0.0033889300151469376,0.9842423459616044
WIND_MID,PM10_LOW,0.0570648641622254,0.25687536571094205,0.943941814384656,-0.0033889300151469376,0.9794716231444681
"NO2_LOW, TEMP_HIGH",WIND_MID,0.05699987001169895,0.3096751412429379,1.3939911419437807,0.01611017688766779,1.1267883281808986
"NO2_LOW, WIND_MID",TEMP_HIGH,0.05699987001169895,0.7066881547139404,2.2943878346547137,0.03215669870876317,2.359238918497336
"TEMP_HIGH, WIND_MID",NO2_LOW,0.05699987001169895,0.5866220735785953,1.7749788051288626,0.024886883734344063,1.619594810900676
WIND_MID,"NO2_LOW, TEMP_HIGH",0.05699987001169895,0.256582796957285,1.3939911419437805,0.01611017688766779,1.0975486743776688
"O3_LOW, PM10_HIGH",RADIATION_LOW,0.05699987001169895,0.4326591021213616,2.5801910640462284,0.03490853313127725,1.4670458180502883
"O3_LOW, RADIATION_LOW",PM10_HIGH,0.05699987001169895,0.49214365881032546,1.9744777925568886,0.02813154329434152,1.4782673205820314
"PM10_HIGH, RADIATION_LOW",O3_LOW,0.05699987001169895,0.9031925849639547,3.2937950017196984,0.039694643067721205,7.49725295999956
O3_LOW,"PM10_HIGH, RADIATION_LOW",0.05699987001169895,0.20786916330884095,3.293795001719698,0.039694643067721205,1.1827473902573185
PM10_HIGH,"O3_LOW, RADIATION_LOW",0.05699987001169895,0.22868318122555412,1.9744777925568886,0.02813154329434152,1.146325870563468
RADIATION_LOW,"O3_LOW, PM10_HIGH",0.05699987001169895,0.33992248062015507,2.580191064046229,0.03490853313127725,1.3153861953950863
"O3_LOW, RADIATION_LOW, WIND_LOW",HUMIDITY_HIGH,0.0569348758611725,0.8,2.8893896713615024,0.03723006538666687,3.6156245937865603
"HUMIDITY_HIGH, O3_LOW, WIND_LOW",RADIATION_LOW,0.0569348758611725,0.6822429906542056,4.068601028761863,0.042941152844664626,2.619344553107867
"HUMIDITY_HIGH, O3_LOW, RADIATION_LOW",WIND_LOW,0.0569348758611725,0.6455416359616801,2.8814341778086483,0.03717566140482428,2.189157435290283
"HUMIDITY_HIGH, RADIATION_LOW, WIND_LOW",O3_LOW,0.0569348758611725,0.8358778625954199,3.0483092661514886,0.03825734976715738,4.422253392543508
"O3_LOW, WIND_LOW","HUMIDITY_HIGH, RADIATION_LOW",0.0569348758611725,0.48558758314855877,4.091593950889226,0.043019791289107656,1.713257013765313
"O3_LOW, RADIATION_LOW","HUMIDITY_HIGH, WIND_LOW",0.0569348758611725,0.49158249158249157,4.160334551973716,0.04324970820220097,1.7344812476810862
"HUMIDITY_HIGH, O3_LOW","RADIATION_LOW, WIND_LOW",0.0569348758611725,0.37856525496974935,4.422630989342872,0.04406134515097593,1.4714380086877021
"RADIATION_LOW, WIND_LOW","HUMIDITY_HIGH, O3_LOW",0.0569348758611725,0.6651480637813212,4.422630989342873,0.04406134515097593,2.5372513752673824
"HUMIDITY_HIGH, WIND_LOW","O3_LOW, RADIATION_LOW",0.0569348758611725,0.48184818481848185,4.160334551973715,0.04324970820220097,1.7064119006359493
"HUMIDITY_HIGH, RADIATION_LOW","O3_LOW, WIND_LOW",0.0569348758611725,0.47973713033953996,4.091593950889225,0.043019791289107656,1.6967394829202211
O3_LOW,"HUMIDITY_HIGH, RADIATION_LOW, WIND_LOW",0.0569348758611725,0.20763214031761082,3.0483092661514886,0.03825734976715738,1.1760776498706202
WIND_LOW,"HUMIDITY_HIGH, O3_LOW, RADIATION_LOW",0.0569348758611725,0.25413402959094866,2.8814341778086487,0.03717566140482428,1.222475583965238
RADIATION_LOW,"HUMIDITY_HIGH, O3_LOW, WIND_LOW",0.0569348758611725,0.3395348837209302,4.068601028761863,0.042941152844664626,1.3877303859554049
HUMIDITY_HIGH,"O3_LOW, RADIATION_LOW, WIND_LOW",0.0569348758611725,0.2056338028169014,2.8893896713615024,0.03723006538666687,1.1692735774347685
PM10_HIGH,RADIATION_MID,0.05686988171064604,0.22816166883963493,1.3712872799869622,0.015397986987618531,1.0800383201998307
RADIATION_MID,PM10_HIGH,0.05686988171064604,0.341796875,1.3712872799869622,0.015397986987618531,1.1406014408258152
WIND_LOW,RAIN_HIGH,0.05680488756011959,0.25355381491151724,0.8623295747631751,-0.009068867930314722,0.9457700730758561
RADIATION_MID,WIND_MID,0.056609905108540234,0.340234375,1.5315523972352252,0.019647470646139184,1.178979267828003
WIND_MID,RADIATION_MID,0.056609905108540234,0.2548273844353423,1.5315523972352252,0.019647470646139184,1.1186870763099717
"NO2_MID, PM10_LOW",TEMP_MID,0.056544910958013776,0.6016597510373444,1.9654218533886583,0.02777505126579424,1.7419217687074828
"NO2_MID, TEMP_MID",PM10_LOW,0.056544910958013776,0.4200869145340415,1.5436965051399003,0.01991535924902077,1.25513548493375
"PM10_LOW, TEMP_MID",NO2_MID,0.056544910958013776,0.4264705882352941,1.2980566707395123,0.012983707327513014,1.1707412999496711
PM10_LOW,"NO2_MID, TEMP_MID",0.056544910958013776,0.20778600429902078,1.5436965051399005,0.01991535924902077,1.09237796726121
"NO2_LOW, PM10_LOW",O3_MID,0.05628493435590797,0.3565253190613421,1.308875819393417,0.013282432879493988,1.1307508076032593
"O3_MID, PM10_LOW",NO2_LOW,0.05628493435590797,0.5210589651022864,1.5766004399338798,0.020584744929176314,1.3978855345229986
"NO2_LOW, O3_MID",PM10_LOW,0.05628493435590797,0.6472346786248132,2.378398081041647,0.0326198739084755,2.0633249575334833
PM10_LOW,"NO2_LOW, O3_MID",0.05628493435590797,0.20683066634822067,2.3783980810416465,0.0326198739084755,1.15112598011316
O3_MID,"NO2_LOW, PM10_LOW",0.05628493435590797,0.20663326175137198,1.3088758193934167,0.013282432879493988,1.0614627104613217
RADIATION_HIGH,HUMIDITY_MID,0.05621994020538151,0.33553141970519784,1.217280458284408,0.010035069806150827,1.0901340245402433
HUMIDITY_MID,RADIATION_HIGH,0.05621994020538151,0.20396132987502946,1.2172804582844077,0.010035069806150827,1.0457344739447383
RADIATION_HIGH,NO2_MID,0.05615494605485506,0.3351435221101629,1.0200827361398548,0.0011055426433692894,1.0099240834952623
PM25_LOW,WIND_HIGH,0.05608995190432861,0.3798415492957746,1.6989075806583689,0.023074646926648568,1.2519705589875194
WIND_HIGH,PM25_LOW,0.05608995190432861,0.2508720930232558,1.6989075806583689,0.023074646926648568,1.1377673719881314
"NO2_LOW, TEMP_HIGH",RAIN_HIGH,0.05602495775380216,0.3043785310734463,1.0351830413563317,0.0019041351402512563,1.0148715854151806
"NO2_LOW, RAIN_HIGH",TEMP_HIGH,0.05602495775380216,0.4466321243523317,1.4500700285471568,0.01738892180322516,1.250511189947961
"RAIN_HIGH, TEMP_HIGH",NO2_LOW,0.05602495775380216,0.7036734693877551,2.129148475909538,0.029711641238912703,2.259347967222895
"NO2_LOW, RAIN_LOW",PM10_MID,0.05602495775380216,0.31265868697859994,1.2472301161142698,0.011105454103307225,1.0901680827617335
"PM10_MID, RAIN_LOW",NO2_LOW,0.05602495775380216,0.34098101265822783,1.0317274062457213,0.0017228645704221238,1.0159111610327218
"NO2_LOW, PM10_MID",RAIN_LOW,0.05602495775380216,0.6863057324840764,1.1097740409879138,0.0055417461408065125,1.2164094064021547
PM10_MID,"NO2_LOW, RAIN_LOW",0.05602495775380216,0.2234897588799585,1.2472301161142696,0.011105454103307225,1.0570512577073403
"NO2_HIGH, O3_LOW, TEMP_LOW, WIND_LOW",RAIN_LOW,0.05595996360327571,0.7,1.1319180241723592,0.006521786625580922,1.2719355258026774
"NO2_HIGH, O3_LOW, RAIN_LOW, WIND_LOW",TEMP_LOW,0.05595996360327571,0.8903826266804549,2.8883464250696775,0.03658556892625017,6.3104298443328695
